"Comas";"Ile";"TrancheAge";"Sexe";"CSP";"StatutMarital";"StatutOccupation";"StatutMaritalFreq";"AgeMin";"AgeMax"
"Afaahiti";"Tahiti";"20 - 29 ans";"Homme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,0165876777251185;20;29
"Afaahiti";"Tahiti";"20 - 29 ans";"Homme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0616113744075829;20;29
"Afaahiti";"Tahiti";"20 - 29 ans";"Homme";"Cadres et professions intellectuelles supérieures";"Célibataire";"Locataire de l'habitat social (OPH, OTHS)";0,00710900473933649;20;29
"Afaahiti";"Tahiti";"20 - 29 ans";"Homme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,101895734597156;20;29
"Afaahiti";"Tahiti";"20 - 29 ans";"Homme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,161137440758294;20;29
"Afaahiti";"Tahiti";"20 - 29 ans";"Homme";"Professions intermédiaires";"Célibataire";"Propriétaire du sol et du logement";0,033175355450237;20;29
"Afaahiti";"Tahiti";"20 - 29 ans";"Homme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,618483412322275;20;29
"Afaahiti";"Tahiti";"30 - 39 ans";"Femme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,0121359223300971;30;39
"Afaahiti";"Tahiti";"30 - 39 ans";"Femme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0655339805825243;30;39
"Afaahiti";"Tahiti";"30 - 39 ans";"Femme";"Cadres et professions intellectuelles supérieures";"Célibataire";"Propriétaire du sol et du logement";0,0242718446601942;30;39
"Afaahiti";"Tahiti";"30 - 39 ans";"Femme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,252427184466019;30;39
"Afaahiti";"Tahiti";"30 - 39 ans";"Femme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,058252427184466;30;39
"Afaahiti";"Tahiti";"30 - 39 ans";"Femme";"Professions intermédiaires";"Marié(e)";"Propriétaire du sol et du logement";0,152912621359223;30;39
"Afaahiti";"Tahiti";"30 - 39 ans";"Femme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,434466019417476;30;39
"Afaahiti";"Tahiti";"30 - 39 ans";"Homme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,0241935483870968;30;39
"Afaahiti";"Tahiti";"30 - 39 ans";"Homme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,110215053763441;30;39
"Afaahiti";"Tahiti";"30 - 39 ans";"Homme";"Cadres et professions intellectuelles supérieures";"Célibataire";"Propriétaire du sol et du logement";0,043010752688172;30;39
"Afaahiti";"Tahiti";"30 - 39 ans";"Homme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,201612903225806;30;39
"Afaahiti";"Tahiti";"30 - 39 ans";"Homme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,25;30;39
"Afaahiti";"Tahiti";"30 - 39 ans";"Homme";"Professions intermédiaires";"Célibataire";"Propriétaire du sol et du logement";0,139784946236559;30;39
"Afaahiti";"Tahiti";"30 - 39 ans";"Homme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,231182795698925;30;39
"Afaahiti";"Tahiti";"40 - 49 ans";"Femme";"Agriculteurs exploitants";"Marié(e)";"Propriétaire du sol et du logement";0,0113122171945701;40;49
"Afaahiti";"Tahiti";"40 - 49 ans";"Femme";"Artisans, commerçants et chefs d'entreprise";"Marié(e)";"Propriétaire du sol et du logement";0,0723981900452489;40;49
"Afaahiti";"Tahiti";"40 - 49 ans";"Femme";"Cadres et professions intellectuelles supérieures";"Célibataire";"Propriétaire du sol et du logement";0,0361990950226244;40;49
"Afaahiti";"Tahiti";"40 - 49 ans";"Femme";"Employés";"Marié(e)";"Propriétaire du sol et du logement";0,253393665158371;40;49
"Afaahiti";"Tahiti";"40 - 49 ans";"Femme";"Ouvriers";"Marié(e)";"Propriétaire du sol et du logement";0,0588235294117647;40;49
"Afaahiti";"Tahiti";"40 - 49 ans";"Femme";"Professions intermédiaires";"Marié(e)";"Propriétaire du sol et du logement";0,138009049773756;40;49
"Afaahiti";"Tahiti";"40 - 49 ans";"Femme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,429864253393665;40;49
"Afaahiti";"Tahiti";"40 - 49 ans";"Homme";"Agriculteurs exploitants";"Marié(e)";"Propriétaire du sol et du logement";0,0530785562632696;40;49
"Afaahiti";"Tahiti";"40 - 49 ans";"Homme";"Artisans, commerçants et chefs d'entreprise";"Marié(e)";"Propriétaire du sol et du logement";0,142250530785563;40;49
"Afaahiti";"Tahiti";"40 - 49 ans";"Homme";"Cadres et professions intellectuelles supérieures";"Marié(e)";"Propriétaire du sol et du logement";0,0573248407643312;40;49
"Afaahiti";"Tahiti";"40 - 49 ans";"Homme";"Employés";"Marié(e)";"Propriétaire du sol et du logement";0,142250530785563;40;49
"Afaahiti";"Tahiti";"40 - 49 ans";"Homme";"Ouvriers";"Marié(e)";"Propriétaire du sol et du logement";0,220806794055202;40;49
"Afaahiti";"Tahiti";"40 - 49 ans";"Homme";"Professions intermédiaires";"Marié(e)";"Propriétaire du sol et du logement";0,146496815286624;40;49
"Afaahiti";"Tahiti";"40 - 49 ans";"Homme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,237791932059448;40;49
"Afaahiti";"Tahiti";"50 - 59 ans";"Femme";"Agriculteurs exploitants";"Marié(e)";"Propriétaire du sol et du logement";0,0232558139534884;50;59
"Afaahiti";"Tahiti";"50 - 59 ans";"Femme";"Artisans, commerçants et chefs d'entreprise";"Marié(e)";"Propriétaire du sol et du logement";0,0598006644518272;50;59
"Afaahiti";"Tahiti";"50 - 59 ans";"Femme";"Cadres et professions intellectuelles supérieures";"Marié(e)";"Locataire du logement, loué meublé";0,0166112956810631;50;59
"Afaahiti";"Tahiti";"50 - 59 ans";"Femme";"Employés";"Marié(e)";"Propriétaire du sol et du logement";0,109634551495017;50;59
"Afaahiti";"Tahiti";"50 - 59 ans";"Femme";"Ouvriers";"Marié(e)";"Propriétaire du sol et du logement";0,0598006644518272;50;59
"Afaahiti";"Tahiti";"50 - 59 ans";"Femme";"Professions intermédiaires";"Marié(e)";"Propriétaire du sol et du logement";0,106312292358804;50;59
"Afaahiti";"Tahiti";"50 - 59 ans";"Femme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,624584717607973;50;59
"Afaahiti";"Tahiti";"50 - 59 ans";"Homme";"Agriculteurs exploitants";"Marié(e)";"Propriétaire du sol et du logement";0,0527950310559006;50;59
"Afaahiti";"Tahiti";"50 - 59 ans";"Homme";"Artisans, commerçants et chefs d'entreprise";"Marié(e)";"Propriétaire du sol et du logement";0,114906832298137;50;59
"Afaahiti";"Tahiti";"50 - 59 ans";"Homme";"Cadres et professions intellectuelles supérieures";"Marié(e)";"Locataire du logement, loué meublé";0,062111801242236;50;59
"Afaahiti";"Tahiti";"50 - 59 ans";"Homme";"Employés";"Marié(e)";"Propriétaire du sol et du logement";0,0745341614906832;50;59
"Afaahiti";"Tahiti";"50 - 59 ans";"Homme";"Ouvriers";"Marié(e)";"Propriétaire du sol et du logement";0,173913043478261;50;59
"Afaahiti";"Tahiti";"50 - 59 ans";"Homme";"Professions intermédiaires";"Marié(e)";"Propriétaire du sol et du logement";0,077639751552795;50;59
"Afaahiti";"Tahiti";"50 - 59 ans";"Homme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,444099378881988;50;59
"Afaahiti";"Tahiti";"60 ans +";"Femme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,0136518771331058;60;150
"Afaahiti";"Tahiti";"60 ans +";"Femme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0102389078498294;60;150
"Afaahiti";"Tahiti";"60 ans +";"Femme";"Cadres et professions intellectuelles supérieures";"Marié(e)";"Locataire du logement, loué meublé";0,00341296928327645;60;150
"Afaahiti";"Tahiti";"60 ans +";"Femme";"Employés";"Marié(e)";"Propriétaire du sol et du logement";0,0170648464163823;60;150
"Afaahiti";"Tahiti";"60 ans +";"Femme";"Ouvriers";"Célibataire";"Locataire du logement, loué vide";0,0068259385665529;60;150
"Afaahiti";"Tahiti";"60 ans +";"Femme";"Professions intermédiaires";"Marié(e)";"Propriétaire du sol et du logement";0,0102389078498294;60;150
"Afaahiti";"Tahiti";"60 ans +";"Femme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,938566552901024;60;150
"Afaahiti";"Tahiti";"60 ans +";"Homme";"Agriculteurs exploitants";"Marié(e)";"Propriétaire du sol et du logement";0,015527950310559;60;150
"Afaahiti";"Tahiti";"60 ans +";"Homme";"Artisans, commerçants et chefs d'entreprise";"Marié(e)";"Propriétaire du sol et du logement";0,0559006211180124;60;150
"Afaahiti";"Tahiti";"60 ans +";"Homme";"Cadres et professions intellectuelles supérieures";"Marié(e)";"Propriétaire du sol et du logement";0,0093167701863354;60;150
"Afaahiti";"Tahiti";"60 ans +";"Homme";"Employés";"Marié(e)";"Locataire du logement, loué vide";0,0093167701863354;60;150
"Afaahiti";"Tahiti";"60 ans +";"Homme";"Ouvriers";"Marié(e)";"Propriétaire du sol et du logement";0,0248447204968944;60;150
"Afaahiti";"Tahiti";"60 ans +";"Homme";"Professions intermédiaires";"Célibataire";"Propriétaire du sol et du logement";0,0124223602484472;60;150
"Afaahiti";"Tahiti";"60 ans +";"Homme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,872670807453416;60;150
"Afaahiti";"Tahiti";;"Femme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";1;;150
"Afareaitu";"Moorea";"0 - 13 ans";"Femme";"Sans emploi";"Non concerné";"Propriétaire du sol et du logement";1;0;13
"Afareaitu";"Moorea";"0 - 13 ans";"Homme";"Sans emploi";"Non concerné";"Propriétaire du sol et du logement";1;0;13
"Afareaitu";"Moorea";"14 - 19 ans";"Femme";"Ouvriers";"Célibataire";"Locataire du logement, loué meublé";0,00591715976331361;14;19
"Afareaitu";"Moorea";"14 - 19 ans";"Femme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,994082840236686;14;19
"Afareaitu";"Moorea";"14 - 19 ans";"Homme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,00555555555555556;14;19
"Afareaitu";"Moorea";"14 - 19 ans";"Homme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,0111111111111111;14;19
"Afareaitu";"Moorea";"14 - 19 ans";"Homme";"Ouvriers";"Célibataire";"Locataire du logement, loué meublé";0,0111111111111111;14;19
"Afareaitu";"Moorea";"14 - 19 ans";"Homme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,972222222222222;14;19
"Afareaitu";"Moorea";"20 - 29 ans";"Femme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";0,00341296928327645;20;29
"Afareaitu";"Moorea";"20 - 29 ans";"Femme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,194539249146758;20;29
"Afareaitu";"Moorea";"20 - 29 ans";"Femme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,0409556313993174;20;29
"Afareaitu";"Moorea";"20 - 29 ans";"Femme";"Professions intermédiaires";"Célibataire";"Propriétaire du sol et du logement";0,0546075085324232;20;29
"Afareaitu";"Moorea";"20 - 29 ans";"Femme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,706484641638225;20;29
"Afareaitu";"Moorea";"20 - 29 ans";"Homme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,00701754385964912;20;29
"Afareaitu";"Moorea";"20 - 29 ans";"Homme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0245614035087719;20;29
"Afareaitu";"Moorea";"20 - 29 ans";"Homme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,0912280701754386;20;29
"Afareaitu";"Moorea";"20 - 29 ans";"Homme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,23859649122807;20;29
"Afareaitu";"Moorea";"20 - 29 ans";"Homme";"Professions intermédiaires";"Célibataire";"Propriétaire du sol et du logement";0,0350877192982456;20;29
"Afareaitu";"Moorea";"20 - 29 ans";"Homme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,603508771929825;20;29
"Afareaitu";"Moorea";"30 - 39 ans";"Femme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,00784313725490196;30;39
"Afareaitu";"Moorea";"30 - 39 ans";"Femme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0274509803921569;30;39
"Afareaitu";"Moorea";"30 - 39 ans";"Femme";"Cadres et professions intellectuelles supérieures";"Marié(e)";"Locataire du logement, loué meublé";0,0196078431372549;30;39
"Afareaitu";"Moorea";"30 - 39 ans";"Femme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,254901960784314;30;39
"Afareaitu";"Moorea";"30 - 39 ans";"Femme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,0549019607843137;30;39
"Afareaitu";"Moorea";"30 - 39 ans";"Femme";"Professions intermédiaires";"Célibataire";"Propriétaire du sol et du logement";0,109803921568627;30;39
"Afareaitu";"Moorea";"30 - 39 ans";"Femme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,525490196078431;30;39
"Afareaitu";"Moorea";"30 - 39 ans";"Homme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,0113636363636364;30;39
"Afareaitu";"Moorea";"30 - 39 ans";"Homme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0378787878787879;30;39
"Afareaitu";"Moorea";"30 - 39 ans";"Homme";"Cadres et professions intellectuelles supérieures";"Célibataire";"Locataire du logement, loué meublé";0,0113636363636364;30;39
"Afareaitu";"Moorea";"30 - 39 ans";"Homme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,178030303030303;30;39
"Afareaitu";"Moorea";"30 - 39 ans";"Homme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,367424242424242;30;39
"Afareaitu";"Moorea";"30 - 39 ans";"Homme";"Professions intermédiaires";"Célibataire";"Propriétaire du sol et du logement";0,0681818181818182;30;39
"Afareaitu";"Moorea";"30 - 39 ans";"Homme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,325757575757576;30;39
"Afareaitu";"Moorea";"40 - 49 ans";"Femme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,00809716599190283;40;49
"Afareaitu";"Moorea";"40 - 49 ans";"Femme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0202429149797571;40;49
"Afareaitu";"Moorea";"40 - 49 ans";"Femme";"Cadres et professions intellectuelles supérieures";"Célibataire";"Propriétaire du sol et du logement";0,0242914979757085;40;49
"Afareaitu";"Moorea";"40 - 49 ans";"Femme";"Employés";"Marié(e)";"Propriétaire du sol et du logement";0,242914979757085;40;49
"Afareaitu";"Moorea";"40 - 49 ans";"Femme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,0607287449392713;40;49
"Afareaitu";"Moorea";"40 - 49 ans";"Femme";"Professions intermédiaires";"Célibataire";"Propriétaire du sol et du logement";0,0809716599190283;40;49
"Afareaitu";"Moorea";"40 - 49 ans";"Femme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,562753036437247;40;49
"Afareaitu";"Moorea";"40 - 49 ans";"Homme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,0109489051094891;40;49
"Afareaitu";"Moorea";"40 - 49 ans";"Homme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0802919708029197;40;49
"Afareaitu";"Moorea";"40 - 49 ans";"Homme";"Cadres et professions intellectuelles supérieures";"Marié(e)";"Propriétaire du sol et du logement";0,0255474452554745;40;49
"Afareaitu";"Moorea";"40 - 49 ans";"Homme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,153284671532847;40;49
"Afareaitu";"Moorea";"40 - 49 ans";"Homme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,273722627737226;40;49
"Afareaitu";"Moorea";"40 - 49 ans";"Homme";"Professions intermédiaires";"Marié(e)";"Propriétaire du sol et du logement";0,0839416058394161;40;49
"Afareaitu";"Moorea";"40 - 49 ans";"Homme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,372262773722628;40;49
"Afareaitu";"Moorea";"50 - 59 ans";"Femme";"Agriculteurs exploitants";"Veuf,veuve";"Locataire du logement, loué meublé";0,00561797752808989;50;59
"Afareaitu";"Moorea";"50 - 59 ans";"Femme";"Artisans, commerçants et chefs d'entreprise";"Marié(e)";"Propriétaire du sol et du logement";0,0449438202247191;50;59
"Afareaitu";"Moorea";"50 - 59 ans";"Femme";"Cadres et professions intellectuelles supérieures";"Marié(e)";"Propriétaire du sol et du logement";0,0168539325842697;50;59
"Afareaitu";"Moorea";"50 - 59 ans";"Femme";"Employés";"Marié(e)";"Propriétaire du sol et du logement";0,196629213483146;50;59
"Afareaitu";"Moorea";"50 - 59 ans";"Femme";"Ouvriers";"Marié(e)";"Propriétaire du sol et du logement";0,0280898876404494;50;59
"Afareaitu";"Moorea";"50 - 59 ans";"Femme";"Professions intermédiaires";"Marié(e)";"Propriétaire du sol et du logement";0,0898876404494382;50;59
"Afareaitu";"Moorea";"50 - 59 ans";"Femme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,617977528089888;50;59
"Afareaitu";"Moorea";"50 - 59 ans";"Homme";"Agriculteurs exploitants";"Marié(e)";"Propriétaire du logement et terrain pris en location";0,0109289617486339;50;59
"Afareaitu";"Moorea";"50 - 59 ans";"Homme";"Artisans, commerçants et chefs d'entreprise";"Marié(e)";"Propriétaire du sol et du logement";0,0655737704918033;50;59
"Afareaitu";"Moorea";"50 - 59 ans";"Homme";"Cadres et professions intellectuelles supérieures";"Marié(e)";"Propriétaire du sol et du logement";0,00546448087431694;50;59
"Afareaitu";"Moorea";"50 - 59 ans";"Homme";"Employés";"Marié(e)";"Propriétaire du sol et du logement";0,136612021857924;50;59
"Afareaitu";"Moorea";"50 - 59 ans";"Homme";"Ouvriers";"Marié(e)";"Propriétaire du sol et du logement";0,229508196721311;50;59
"Afareaitu";"Moorea";"50 - 59 ans";"Homme";"Professions intermédiaires";"Célibataire";"Propriétaire du sol et du logement";0,0546448087431694;50;59
"Afareaitu";"Moorea";"50 - 59 ans";"Homme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,497267759562842;50;59
"Afareaitu";"Moorea";"60 ans +";"Femme";"Agriculteurs exploitants";"Divorcée";"Propriétaire du sol et du logement";0,00598802395209581;60;150
"Afareaitu";"Moorea";"60 ans +";"Femme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0179640718562874;60;150
"Afareaitu";"Moorea";"60 ans +";"Femme";"Cadres et professions intellectuelles supérieures";"Marié(e)";"Propriétaire du sol et du logement";0,0119760479041916;60;150
"Afareaitu";"Moorea";"60 ans +";"Femme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,0239520958083832;60;150
"Afareaitu";"Moorea";"60 ans +";"Femme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,940119760479042;60;150
"Afareaitu";"Moorea";"60 ans +";"Homme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0120481927710843;60;150
"Afareaitu";"Moorea";"60 ans +";"Homme";"Cadres et professions intellectuelles supérieures";"Marié(e)";"Locataire du logement, loué meublé";0,0180722891566265;60;150
"Afareaitu";"Moorea";"60 ans +";"Homme";"Employés";"Célibataire";"Locataire du logement, loué vide";0,00602409638554217;60;150
"Afareaitu";"Moorea";"60 ans +";"Homme";"Ouvriers";"Célibataire";"Propriétaire du sol et du logement";0,0180722891566265;60;150
"Afareaitu";"Moorea";"60 ans +";"Homme";"Sans emploi";"Marié(e)";"Propriétaire du sol et du logement";0,94578313253012;60;150
"Ahe";"Ahe";"0 - 13 ans";"Femme";"Sans emploi";"Non concerné";"Propriétaire du sol et du logement";1;0;13
"Ahe";"Ahe";"0 - 13 ans";"Homme";"Sans emploi";"Non concerné";"Propriétaire du sol et du logement";1;0;13
"Ahe";"Ahe";"14 - 19 ans";"Femme";"Ouvriers";"Célibataire";"Non renseigné";0,0555555555555556;14;19
"Ahe";"Ahe";"14 - 19 ans";"Femme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,944444444444444;14;19
"Ahe";"Ahe";"14 - 19 ans";"Homme";"Employés";"Célibataire";"Locataire du logement, loué meublé";0,0357142857142857;14;19
"Ahe";"Ahe";"14 - 19 ans";"Homme";"Ouvriers";"Célibataire";"Non renseigné";0,0714285714285714;14;19
"Ahe";"Ahe";"14 - 19 ans";"Homme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,892857142857143;14;19
"Ahe";"Ahe";"20 - 29 ans";"Femme";"Agriculteurs exploitants";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";0,0256410256410256;20;29
"Ahe";"Ahe";"20 - 29 ans";"Femme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0256410256410256;20;29
"Ahe";"Ahe";"20 - 29 ans";"Femme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,0256410256410256;20;29
"Ahe";"Ahe";"20 - 29 ans";"Femme";"Ouvriers";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";0,230769230769231;20;29
"Ahe";"Ahe";"20 - 29 ans";"Femme";"Professions intermédiaires";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";0,0512820512820513;20;29
"Ahe";"Ahe";"20 - 29 ans";"Femme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,641025641025641;20;29
"Ahe";"Ahe";"20 - 29 ans";"Homme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,149253731343284;20;29
"Ahe";"Ahe";"20 - 29 ans";"Homme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0149253731343284;20;29
"Ahe";"Ahe";"20 - 29 ans";"Homme";"Employés";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";0,0447761194029851;20;29
"Ahe";"Ahe";"20 - 29 ans";"Homme";"Ouvriers";"Célibataire";"Non renseigné";0,447761194029851;20;29
"Ahe";"Ahe";"20 - 29 ans";"Homme";"Professions intermédiaires";"Célibataire";"Locataire du logement, loué meublé";0,0149253731343284;20;29
"Ahe";"Ahe";"20 - 29 ans";"Homme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,328358208955224;20;29
"Ahe";"Ahe";"30 - 39 ans";"Femme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,0512820512820513;30;39
"Ahe";"Ahe";"30 - 39 ans";"Femme";"Artisans, commerçants et chefs d'entreprise";"Célibataire";"Propriétaire du sol et du logement";0,0256410256410256;30;39
"Ahe";"Ahe";"30 - 39 ans";"Femme";"Employés";"Marié(e)";"Logé gratuitement (parents, amis, employeurs)";0,0512820512820513;30;39
"Ahe";"Ahe";"30 - 39 ans";"Femme";"Ouvriers";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";0,256410256410256;30;39
"Ahe";"Ahe";"30 - 39 ans";"Femme";"Professions intermédiaires";"Célibataire";"Locataire du logement, loué meublé";0,0512820512820513;30;39
"Ahe";"Ahe";"30 - 39 ans";"Femme";"Sans emploi";"Célibataire";"Propriétaire du sol et du logement";0,564102564102564;30;39
"Ahe";"Ahe";"30 - 39 ans";"Homme";"Agriculteurs exploitants";"Célibataire";"Propriétaire du sol et du logement";0,220338983050847;30;39
"Ahe";"Ahe";"30 - 39 ans";"Homme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,0677966101694915;30;39
"Ahe";"Ahe";"30 - 39 ans";"Homme";"Ouvriers";"Célibataire";"Non renseigné";0,508474576271186;30;39
"Ahe";"Ahe";"30 - 39 ans";"Homme";"Sans emploi";"Célibataire";"Logé gratuitement (parents, amis, employeurs)";0,203389830508475;30;39
"Ahe";"Ahe";"40 - 49 ans";"Femme";"Agriculteurs exploitants";"Marié(e)";"Propriétaire du sol et du logement";0,0652173913043478;40;49
"Ahe";"Ahe";"40 - 49 ans";"Femme";"Artisans, commerçants et chefs d'entreprise";"Marié(e)";"Propriétaire du sol et du logement";0,0869565217391304;40;49
"Ahe";"Ahe";"40 - 49 ans";"Femme";"Employés";"Célibataire";"Propriétaire du sol et du logement";0,0434782608695652;40;49
"Ahe";"Ahe";"40 - 49 ans";"Femme";"Ouvriers";"Célibataire";"Non renseigné";0,195652173913043;40;49
"Ahe";"Ahe";"40 - 49 ans";"Femme";"Professions intermédiaires";"Marié(e)";"Locataire du logement, loué vide";0,0217391304347826;40;49
