"Comas";"Ile";"Sexe";"TrancheAge";"CS8";"Menages";"Individus";"Depenses";"Ressources";"DMM"
"Afaahiti";"Tahiti";"Homme";"20 - 29 ans";"Ouvrier";23,3787558352928;125,40070892337;37165752,1864452;146343016,444315;132476,939207416
"Afaahiti";"Tahiti";"Homme";"20 - 29 ans";"Chômeur inactif";;185,710694796785;3507913,31257421;4714386,73805682;
"Afaahiti";"Tahiti";"Homme";"30 - 39 ans";"Artisan chef d'ent.";22,1311972859317;66,5260147569876;65332969,4767081;35268853,5638281;246006,307418347
"Afaahiti";"Tahiti";"Homme";"30 - 39 ans";"Cadre supérieur";;19,474632997565;1061664,74771428;75951068,6905035;
"Afaahiti";"Tahiti";"Homme";"30 - 39 ans";"Profess. interméd.";25,4308434262879;25,4308434262879;91207663,6068033;76292530,2788637;298874,815376492
"Afaahiti";"Tahiti";"Homme";"30 - 39 ans";"Employé";43,2468764529086;91,1766418138069;181863830,450766;243875595,081747;350437,313564901
"Afaahiti";"Tahiti";"Homme";"30 - 39 ans";"Ouvrier";94,5661537274121;144,088822563023;201901745,335334;286285200,558855;177919,31659936
"Afaahiti";"Tahiti";"Homme";"30 - 39 ans";"Chômeur inactif";46,8102910086177;146,80019941824;66505179,8721099;83026730,1654845;118394,870086485
"Afaahiti";"Tahiti";"Homme";"40 - 49 ans";"Artisan chef d'ent.";72,5918732741244;72,5918732741244;205123661,025964;118337893,450825;235475,923789439
"Afaahiti";"Tahiti";"Homme";"40 - 49 ans";"Cadre supérieur";19,5569134521296;19,5569134521296;210933581,407755;174154314,291214;898802,28256224
"Afaahiti";"Tahiti";"Homme";"40 - 49 ans";"Profess. interméd.";103,244342093738;103,244342093738;567572303,427406;474496070,810843;458114,129966957
"Afaahiti";"Tahiti";"Homme";"40 - 49 ans";"Employé";41,1421332547522;64,5736684280771;105347056,35641;212264856,861754;213380,31522758
"Afaahiti";"Tahiti";"Homme";"40 - 49 ans";"Ouvrier";40,7630514805375;88,411555053684;28394951,0615012;90231731,2608965;58048,7926160665
"Afaahiti";"Tahiti";"Homme";"40 - 49 ans";"Retraité";19,9472873526956;42,662680545768;87175550,5766644;160533137,003025;364191,335206304
"Afaahiti";"Tahiti";"Homme";"50 - 59 ans";"Artisan chef d'ent.";21,7408233853657;41,0247480958408;302567118,662048;259415741,419454;1159750,30513991
"Afaahiti";"Tahiti";"Homme";"50 - 59 ans";"Cadre supérieur";21,7408233853657;21,7408233853657;144719950,013571;136967187,327804;554716,609426216
"Afaahiti";"Tahiti";"Homme";"50 - 59 ans";"Profess. interméd.";21,7408233853657;21,7408233853657;209358149,030846;129575307,37678;802477,077799219
"Afaahiti";"Tahiti";"Homme";"50 - 59 ans";"Employé";21,1948459020567;21,1948459020567;235188272,143905;101735260,329872;924707,014584
"Afaahiti";"Tahiti";"Homme";"50 - 59 ans";"Ouvrier";;48,6091130236041;1117688,84059059;106006017,125989;
"Afaahiti";"Tahiti";"Homme";"50 - 59 ans";"Retraité";76,4443289153555;100,51349742122;506841310,228066;159348095,101831;552516,798193184
"Afaahiti";"Tahiti";"Homme";"50 - 59 ans";"Chômeur inactif";25,8766028214317;39,9075157323151;44342996,1831111;0;142802,736024739
"Afaahiti";"Tahiti";"Homme";"60 ans +";"Cadre supérieur";22,4041860275862;22,4041860275862;206554247,600376;248417614,673876;768287,406000999
"Afaahiti";"Tahiti";"Homme";"60 ans +";"Employé";;20,8044720014907;0;59292745,2042485;
"Afaahiti";"Tahiti";"Homme";"60 ans +";"Retraité";204,807700367102;250,617692258332;863155242,800258;687748613,92513;351205,562279934
"Afareaitu";"Moorea";"Femme";"0 - 13 ans";"Moins de 13 ans";;415,960822352114;26289626,1879064;0;
"Afareaitu";"Moorea";"Femme";"14 - 19 ans";"Chômeur inactif";;131,841715643262;4691503,41272921;1002917,1771997;
"Afareaitu";"Moorea";"Femme";"20 - 29 ans";"Artisan chef d'ent.";;30,1014703474594;1051856,16530306;7061577,84191176;
"Afareaitu";"Moorea";"Femme";"20 - 29 ans";"Profess. interméd.";;13,5645867898743;111472,687173202;21160755,3922039;
"Afareaitu";"Moorea";"Femme";"20 - 29 ans";"Employé";;34,2113468699881;2434415,21755964;34091158,000837;
"Afareaitu";"Moorea";"Femme";"20 - 29 ans";"Ouvrier";15,785493239827;101,378909730421;40031085,292855;106176206,415588;211328,447183899
"Afareaitu";"Moorea";"Femme";"20 - 29 ans";"Chômeur inactif";;145,608618273982;15702774,8700608;43709894,4921261;
"Afareaitu";"Moorea";"Femme";"30 - 39 ans";"Artisan chef d'ent.";;15,8463600532767;715116,049304572;9507816,03196602;
"Afareaitu";"Moorea";"Femme";"30 - 39 ans";"Profess. interméd.";;33,8622898966258;845819,537372458;35952220,6615445;
"Afareaitu";"Moorea";"Femme";"30 - 39 ans";"Ouvrier";16,7152862866617;81,2089222756799;21320142,4363452;83232785,7999942;106290,64353985
"Afareaitu";"Moorea";"Femme";"30 - 39 ans";"Chômeur inactif";62,2730467259233;115,499154332777;306632705,501813;113242986,474684;410333,63231684
"Afareaitu";"Moorea";"Femme";"40 - 49 ans";"Employé";13,5645867898743;64,2498515483616;34162599,9057439;76022994,3240131;209876,155431716
"Afareaitu";"Moorea";"Femme";"40 - 49 ans";"Ouvrier";15,2264803883159;33,4109656203145;21206338,7331658;67782362,1996987;116060,629204011
"Afareaitu";"Moorea";"Femme";"40 - 49 ans";"Retraité";11,6246331730163;11,6246331730163;41522038,2593189;57507060,3069116;297658,41239405
"Afareaitu";"Moorea";"Femme";"40 - 49 ans";"Chômeur inactif";;152,542728783059;3465010,17636098;32451334,6854113;
"Afareaitu";"Moorea";"Femme";"50 - 59 ans";"Employé";18,4258536301611;36,1003169425642;33877185,5760113;40506822,3736441;153214,003251379
"Afareaitu";"Moorea";"Femme";"50 - 59 ans";"Ouvrier";;16,2661311805158;722153,239905438;36533730,6314385;
"Afareaitu";"Moorea";"Femme";"50 - 59 ans";"Retraité";16,5368835575851;16,5368835575851;70504454,2507365;81229172,034858;355288,90114646
"Afareaitu";"Moorea";"Femme";"50 - 59 ans";"Chômeur inactif";15,8463600532767;67,2515322949791;12722709,6371158;31740439,6882979;66906,5829331417
"Afareaitu";"Moorea";"Femme";"60 ans +";"Artisan chef d'ent.";18,1514993417338;18,1514993417338;27883667,6727824;28697520,4592811;128013,610831
"Afareaitu";"Moorea";"Femme";"60 ans +";"Retraité";47,7447680121773;128,640368965741;146544759,144941;298348501,169062;255778,041668643
"Afareaitu";"Moorea";"Femme";"60 ans +";"Chômeur inactif";16,2346483459729;33,9405944929189;100370563,10808;230282024,411122;515207,561881979
"Afareaitu";"Moorea";"Homme";"0 - 13 ans";"Moins de 13 ans";;578,800230279734;27629607,4593164;0;
"Afareaitu";"Moorea";"Homme";"14 - 19 ans";"Chômeur inactif";;174,746522558373;3138857,3871784;1002917,1771997;
"Afareaitu";"Moorea";"Homme";"20 - 29 ans";"Artisan chef d'ent.";18,3972267998692;36,1031729468152;7651500,83203764;68303918,3753732;34658,7600551298
"Afareaitu";"Moorea";"Homme";"20 - 29 ans";"Employé";;11,6246331730163;0;20325763,6948003;
"Afareaitu";"Moorea";"Homme";"20 - 29 ans";"Ouvrier";17,4645777487835;139,099558433227;19485496,5471778;165354079,781186;92976,2747367074
"Afareaitu";"Moorea";"Homme";"20 - 29 ans";"Chômeur inactif";16,2115457248759;153,908351340841;30318446,7137985;0;155848,015298937
"Afareaitu";"Moorea";"Homme";"30 - 39 ans";"Artisan chef d'ent.";17,4645777487835;33,7600929082061;30772798,5835282;37672460,5591452;146834,347720735
"Afareaitu";"Moorea";"Homme";"30 - 39 ans";"Employé";65,3919462013099;65,3919462013099;155551236,94864;71420863,7481633;198229,351350819
"Afareaitu";"Moorea";"Homme";"30 - 39 ans";"Ouvrier";69,5195239106398;118,886707329596;189195280,146771;192735257,003317;226789,144382378
"Afareaitu";"Moorea";"Homme";"30 - 39 ans";"Chômeur inactif";;15,785493239827;150916,991403486;0;
"Afareaitu";"Moorea";"Homme";"40 - 49 ans";"Agricult. exploitant";17,0154226426377;30,580009432512;26740192,4403277;24750818,4621837;130960,565413371
"Afareaitu";"Moorea";"Homme";"40 - 49 ans";"Artisan chef d'ent.";16,954555829188;16,954555829188;10601281,2853726;13733190,2216423;52106,3551304306
"Afareaitu";"Moorea";"Homme";"40 - 49 ans";"Employé";52,8135043735897;52,8135043735897;33162213,1293181;69884971,4662567;52325,9683967962
"Afareaitu";"Moorea";"Homme";"40 - 49 ans";"Ouvrier";36,2493356927341;90,2618824345058;56936833,6838862;117580583,08973;130891,671520339
"Afareaitu";"Moorea";"Homme";"40 - 49 ans";"Chômeur inactif";18,1844852319986;90,1107648286997;85335557,875324;30724976,4963917;391063,942634837
"Afareaitu";"Moorea";"Homme";"50 - 59 ans";"Artisan chef d'ent.";13,9573899807007;13,9573899807007;12120917,5060031;15771850,6781918;72368,57752275
"Afareaitu";"Moorea";"Homme";"50 - 59 ans";"Employé";69,7743567696862;69,7743567696862;353268016,482833;271495277,515941;421917,201913344
"Afareaitu";"Moorea";"Homme";"50 - 59 ans";"Ouvrier";14,3771611079398;14,3771611079398;40432252,3549306;39091501,0524883;234354,636330128
"Afareaitu";"Moorea";"Homme";"50 - 59 ans";"Retraité";102,988747212481;102,988747212481;232599596,856779;198465482,265938;188207,937883487
"Afareaitu";"Moorea";"Homme";"60 ans +";"Retraité";100,257599302898;100,257599302898;240868371,238285;203261587,935085;200207,908521872
"Afareaitu";"Moorea";"Homme";"60 ans +";"Chômeur inactif";18,6336403381445;18,6336403381445;14956046,0599215;17888294,7246187;66886,4027126667
"Amaru";"Rimatara";"Femme";"0 - 13 ans";"Moins de 13 ans";;30,5149235820175;3588152,58161008;0;
"Amaru";"Rimatara";"Femme";"14 - 19 ans";"Chômeur inactif";;3,6586880555194;216190,411164337;0;
"Amaru";"Rimatara";"Femme";"20 - 29 ans";"Artisan chef d'ent.";4,71049161312581;21,6230741911552;3575211,48589676;23324437,5668349;63249,0862867055
"Amaru";"Rimatara";"Femme";"20 - 29 ans";"Profess. interméd.";;5,26455845646544;2400638,65614824;13393036,7132481;
"Amaru";"Rimatara";"Femme";"20 - 29 ans";"Chômeur inactif";;5,00784081905141;;;
"Amaru";"Rimatara";"Femme";"30 - 39 ans";"Artisan chef d'ent.";;4,62799721645079;30586,2481596748;1721614,96451969;
"Amaru";"Rimatara";"Femme";"30 - 39 ans";"Profess. interméd.";;5,05893809460384;2369177,5984795;23271115,2351777;
"Amaru";"Rimatara";"Femme";"40 - 49 ans";"Agricult. exploitant";;4,62799721645079;38032,5102370957;2776798,32987047;
"Amaru";"Rimatara";"Femme";"40 - 49 ans";"Artisan chef d'ent.";;4,43807541515048;102075,734548461;3994267,87363543;
"Amaru";"Rimatara";"Femme";"50 - 59 ans";"Artisan chef d'ent.";4,08962893367245;27,040924474278;2430662,03524729;9036793,27707991;49528,9848759085
"Amaru";"Rimatara";"Femme";"50 - 59 ans";"Cadre supérieur";;4,93057927589683;19229,2591759976;19229259,1759976;
"Amaru";"Rimatara";"Femme";"50 - 59 ans";"Profess. interméd.";;4,93057927589683;0;41416865,9175334;
"Amaru";"Rimatara";"Femme";"50 - 59 ans";"Retraité";;4,94627783645812;730816,012731173;25226016,9659364;
"Amaru";"Rimatara";"Femme";"60 ans +";"Retraité";4,62799721645079;4,62799721645079;3636152,93172809;3276622,02924716;65473,8389283333
"Amaru";"Rimatara";"Femme";"60 ans +";"Chômeur inactif";12,7247606871207;12,7247606871207;12525820,446638;27039684,5958085;82030,4912775032
"Amaru";"Rimatara";"Homme";"0 - 13 ans";"Moins de 13 ans";;25,0090382337863;1889208,12444164;0;
"Amaru";"Rimatara";"Homme";"14 - 19 ans";"Profess. interméd.";;4,08962893367245;0;490755,472040694;
"Amaru";"Rimatara";"Homme";"14 - 19 ans";"Chômeur inactif";;5,00784081905141;299378,002348427;0;
"Amaru";"Rimatara";"Homme";"20 - 29 ans";"Agricult. exploitant";;13,1203028502826;463918,386128097;3364471,17414814;
"Amaru";"Rimatara";"Homme";"20 - 29 ans";"Profess. interméd.";;4,08962893367245;0;490755,472040694;
"Amaru";"Rimatara";"Homme";"20 - 29 ans";"Ouvrier";;4,71049161312581;0;2637875,30335045;
"Amaru";"Rimatara";"Homme";"20 - 29 ans";"Chômeur inactif";;10,2108362929236;850166,234530422;0;
"Amaru";"Rimatara";"Homme";"30 - 39 ans";"Agricult. exploitant";5,23316133534286;9,94365294846867;582788,015204557;612299,268574632;9280,36894366667
"Amaru";"Rimatara";"Homme";"30 - 39 ans";"Artisan chef d'ent.";;4,62799721645079;30586,2481596748;1721614,96451969;
"Amaru";"Rimatara";"Homme";"30 - 39 ans";"Employé";;5,26455845646544;0;9476205,22163779;
"Amaru";"Rimatara";"Homme";"30 - 39 ans";"Chômeur inactif";5,05893809460384;5,05893809460384;18330452,6190648;0;301948,292248281
"Amaru";"Rimatara";"Homme";"40 - 49 ans";"Agricult. exploitant";;4,62799721645079;38032,5102370957;2776798,32987047;
"Amaru";"Rimatara";"Homme";"50 - 59 ans";"Agricult. exploitant";9,86115855179366;9,86115855179366;56547499,9958033;12720894,5318138;477863,898198839
"Amaru";"Rimatara";"Homme";"50 - 59 ans";"Artisan chef d'ent.";5,00784081905141;5,00784081905141;3245165,25529824;7631949,40823435;54001,40454
"Amaru";"Rimatara";"Homme";"50 - 59 ans";"Profess. interméd.";;4,94627783645812;0;22258250,2640615;
"Amaru";"Rimatara";"Homme";"50 - 59 ans";"Employé";14,6646102686353;14,6646102686353;27688647,9736059;43051580,7871667;157343,924513894
"Amaru";"Rimatara";"Homme";"50 - 59 ans";"Retraité";4,5664342338575;4,5664342338575;4970651,1906987;4383776,8645032;90709,9306253036
"Anapoto";"Rimatara";"Femme";"0 - 13 ans";"Moins de 13 ans";;38,2133745553088;1315648,62016264;0;
"Anapoto";"Rimatara";"Femme";"14 - 19 ans";"Chômeur inactif";;4,88471485386482;479727,454337016;0;
"Anapoto";"Rimatara";"Femme";"20 - 29 ans";"Agricult. exploitant";;8,24205210959006;766130,843746027;609911,856109665;
"Anapoto";"Rimatara";"Femme";"20 - 29 ans";"Artisan chef d'ent.";4,69479305256452;18,6769776591532;5539880,37174107;4871260,26401906;98333,7694497333
"Anapoto";"Rimatara";"Femme";"20 - 29 ans";"Chômeur inactif";;9,17996414939887;784175,824103553;494523,126575404;
"Anapoto";"Rimatara";"Femme";"30 - 39 ans";"Artisan chef d'ent.";;8,42027694419763;149209,918909022;4547891,4635004;
"Anapoto";"Rimatara";"Femme";"40 - 49 ans";"Agricult. exploitant";;4,93057927589683;64097,5305866588;98611,5855179366;
"Anapoto";"Rimatara";"Femme";"40 - 49 ans";"Artisan chef d'ent.";;14,2847666660347;599790,306061028;5109709,70197836;
"Anapoto";"Rimatara";"Femme";"40 - 49 ans";"Chômeur inactif";;10,3234965510693;341774,993488155;5623675,03408655;
"Anapoto";"Rimatara";"Femme";"50 - 59 ans";"Artisan chef d'ent.";;5,24885989590415;187235,647632165;1049771,97918083;
"Anapoto";"Rimatara";"Femme";"50 - 59 ans";"Chômeur inactif";;4,12102605479503;0;1038498,56580835;
"Anapoto";"Rimatara";"Femme";"60 ans +";"Artisan chef d'ent.";;;0;3779179,12505099;
"Anapoto";"Rimatara";"Femme";"60 ans +";"Retraité";;4,21798775237946;0;21828086,6185637;
"Anapoto";"Rimatara";"Femme";"60 ans +";"Chômeur inactif";;4,8179190177511;963583,80355022;4047051,97491092;
"Anapoto";"Rimatara";"Homme";"0 - 13 ans";"Moins de 13 ans";;51,8351078988137;4372731,49150039;0;
"Anapoto";"Rimatara";"Homme";"14 - 19 ans";"Chômeur inactif";;9,55980775199949;1503115,93205197;0;
"Anapoto";"Rimatara";"Homme";"20 - 29 ans";"Agricult. exploitant";;29,2362604335548;1925611,49822893;7942027,99207077;
"Anapoto";"Rimatara";"Homme";"20 - 29 ans";"Cadre supérieur";5,05893809460384;5,05893809460384;2152831,07383928;4856580,57081969;35462,4994676191
"Anapoto";"Rimatara";"Homme";"20 - 29 ans";"Employé";;4,12102605479503;0;1050861,64397273;
"Anapoto";"Rimatara";"Homme";"20 - 29 ans";"Chômeur inactif";;4,12102605479503;;;
"Anapoto";"Rimatara";"Homme";"30 - 39 ans";"Agricult. exploitant";8,42027694419763;13,6691368401018;11945182,1626789;3469003,27170207;118218,421257018
"Anapoto";"Rimatara";"Homme";"40 - 49 ans";"Employé";4,21798775237946;4,21798775237946;8286748,22684803;11915815,400472;163718,434660645
"Anapoto";"Rimatara";"Homme";"50 - 59 ans";"Agricult. exploitant";25,6391353606287;25,6391353606287;26882224,5340535;5433715,06373703;87373,6710044366
"Anapoto";"Rimatara";"Homme";"50 - 59 ans";"Employé";4,93057927589683;4,93057927589683;2860841,27977039;2899180,61422734;48352,014366
"Anapoto";"Rimatara";"Homme";"60 ans +";"Agricult. exploitant";4,8179190177511;4,8179190177511;2083847,44425998;3769539,83948846;36043,3525446406
"Anapoto";"Rimatara";"Homme";"60 ans +";"Employé";4,12102605479503;4,12102605479503;4299955,08111375;4450708,13917863;86951,5468546667
"Anapoto";"Rimatara";"Homme";"60 ans +";"Chômeur inactif";;4,21798775237946;0;1518475,59085661;
"Anatonu";"Raivavae";"Femme";"0 - 13 ans";"Moins de 13 ans";;45,7680569539364;1733064,81631126;0;
"Anatonu";"Raivavae";"Femme";"14 - 19 ans";"Chômeur inactif";;5,23528160826312;36228,1487291808;0;
"Anatonu";"Raivavae";"Femme";"20 - 29 ans";"Chômeur inactif";;8,35402139625575;0;496220,129657143;
"Anatonu";"Raivavae";"Femme";"30 - 39 ans";"Chômeur inactif";;36,7479364351175;3251436,2170331;8168440,32608462;
"Anatonu";"Raivavae";"Femme";"40 - 49 ans";"Artisan chef d'ent.";;5,04351553330345;847310,60959498;2602454,01518458;
"Anatonu";"Raivavae";"Femme";"40 - 49 ans";"Employé";;8,72027427086955;1348779,77614319;11097157,1724104;
"Anatonu";"Raivavae";"Femme";"40 - 49 ans";"Chômeur inactif";;5,23528160826312;0;1256467,58598315;
"Anatonu";"Raivavae";"Femme";"50 - 59 ans";"Artisan chef d'ent.";;5,63609303348803;688831,566690344;991952,373893893;
"Anatonu";"Raivavae";"Femme";"50 - 59 ans";"Employé";;4,71046597202189;0;2826279,58321313;
"Anatonu";"Raivavae";"Femme";"50 - 59 ans";"Retraité";;5,4270476832228;0;4558720,05390715;
"Anatonu";"Raivavae";"Femme";"50 - 59 ans";"Chômeur inactif";;4,21885364911289;1531426,32301552;168754,145964516;
"Anatonu";"Raivavae";"Femme";"60 ans +";"Retraité";9,07060310745666;14,1646012293979;12199107,8722626;12739237,197536;112075,493839306
"Anatonu";"Raivavae";"Femme";"60 ans +";"Chômeur inactif";;5,09399812194124;388253,940625108;5501517,97169654;
"Anatonu";"Raivavae";"Homme";"0 - 13 ans";"Moins de 13 ans";;23,2091160192364;46888,3638505117;0;
"Anatonu";"Raivavae";"Homme";"14 - 19 ans";"Chômeur inactif";;14,2221988137498;112968,583310425;0;
"Anatonu";"Raivavae";"Homme";"20 - 29 ans";"Chômeur inactif";;18,6168944997956;148994,852080298;0;
"Anatonu";"Raivavae";"Homme";"30 - 39 ans";"Agricult. exploitant";5,09399812194124;5,09399812194124;6533408,64053523;152819,943658237;106880,824651172
"Anatonu";"Raivavae";"Homme";"30 - 39 ans";"Cadre supérieur";;4,71046597202189;953420,921325233;22327608,7073838;
"Anatonu";"Raivavae";"Homme";"30 - 39 ans";"Chômeur inactif";;9,70349891668754;;;
"Anatonu";"Raivavae";"Homme";"40 - 49 ans";"Artisan chef d'ent.";5,04351553330345;5,04351553330345;2761307,34822213;1361749,19399193;45624,7123986667
"Anatonu";"Raivavae";"Homme";"40 - 49 ans";"Ouvrier";;4,50142062175666;0;2268715,99336536;
"Anatonu";"Raivavae";"Homme";"50 - 59 ans";"Agricult. exploitant";5,63609303348803;5,63609303348803;4416613,92326172;0;65302,53459
"Anatonu";"Raivavae";"Homme";"50 - 59 ans";"Employé";5,23528160826312;5,23528160826312;2128489,33840025;376940,275794945;33880,5292256667
"Anatonu";"Raivavae";"Homme";"60 ans +";"Retraité";24,5341992686486;24,5341992686486;35311295,2499851;24329404,6201085;119939,024920981
"Anatonu";"Raivavae";"Homme";"60 ans +";"Chômeur inactif";5,4270476832228;5,4270476832228;10818137,4669302;7814948,66384083;166114,526386869
"Anau";"Bora Bora";"Femme";"0 - 13 ans";"Moins de 13 ans";;376,728933956468;50873594,0901752;0;
"Anau";"Bora Bora";"Femme";"14 - 19 ans";"Agricult. exploitant";;16,9838255892126;1996395,7049095;3624348,38073797;
"Anau";"Bora Bora";"Femme";"14 - 19 ans";"Chômeur inactif";;64,5476134317074;5186766,08665162;0;
"Anau";"Bora Bora";"Femme";"20 - 29 ans";"Artisan chef d'ent.";;49,8010693429575;492475,258921125;1942241,70437534;
"Anau";"Bora Bora";"Femme";"20 - 29 ans";"Cadre supérieur";;17,8211043657549;241646,472365875;3192757,77375118;
"Anau";"Bora Bora";"Femme";"20 - 29 ans";"Profess. interméd.";;34,0890452557829;2694008,42811129;28219592,0527157;
"Anau";"Bora Bora";"Femme";"20 - 29 ans";"Employé";;119,043343448557;33078350,4139394;179827987,132248;
"Anau";"Bora Bora";"Femme";"20 - 29 ans";"Ouvrier";;33,4786712967317;5320929,69332806;40480823,5759242;
"Anau";"Bora Bora";"Femme";"20 - 29 ans";"Chômeur inactif";;99,7201291910105;6001635,58854342;39603742,2091359;
"Anau";"Bora Bora";"Femme";"30 - 39 ans";"Artisan chef d'ent.";;17,1052196665703;269697,998482814;14368384,5199191;
"Anau";"Bora Bora";"Femme";"30 - 39 ans";"Profess. interméd.";;50,1300813283197;7818235,77398275;162999034,967866;
"Anau";"Bora Bora";"Femme";"30 - 39 ans";"Employé";32,2738067158537;137,909344498859;68891336,9620316;287467857,530063;177882,479045023
"Anau";"Bora Bora";"Femme";"30 - 39 ans";"Ouvrier";33,3731605565983;33,3731605565983;109598650,856291;43699042,8838177;273669,642082645
"Anau";"Bora Bora";"Femme";"30 - 39 ans";"Chômeur inactif";18,0831794299572;69,261561015086;27208523,9980187;35963751,0102802;125385,970349809
"Anau";"Bora Bora";"Femme";"40 - 49 ans";"Artisan chef d'ent.";18,204573507315;18,204573507315;14135564,7036826;8738195,2835112;64707,0212786667
"Anau";"Bora Bora";"Femme";"40 - 49 ans";"Employé";33,932480931714;89,1406920754857;82274665,4598766;186281120,542268;202054,843424325
"Anau";"Bora Bora";"Femme";"40 - 49 ans";"Chômeur inactif";;48,7527690861484;423695,749249199;6055132,04050897;
"Anau";"Bora Bora";"Femme";"50 - 59 ans";"Artisan chef d'ent.";17,1052196665703;17,1052196665703;23300642,0143448;14368384,5199191;113516,236897962
"Anau";"Bora Bora";"Femme";"50 - 59 ans";"Profess. interméd.";15,2899811266411;15,2899811266411;151265559,843991;96326881,0978389;824426,349249638
"Anau";"Bora Bora";"Femme";"50 - 59 ans";"Retraité";17,1052196665703;50,2163051589663;21472761,269114;83016524,2442549;104611,1542153
"Anau";"Bora Bora";"Femme";"50 - 59 ans";"Chômeur inactif";;16,8272612651437;210978,853205654;0;
"Anau";"Bora Bora";"Femme";"60 ans +";"Artisan chef d'ent.";17,4886888081304;17,4886888081304;64247071,620559;88142991,5929772;306136,308661263
"Anau";"Bora Bora";"Femme";"60 ans +";"Retraité";;32,7627865975471;326786,198753612;41421247,5281919;
"Anau";"Bora Bora";"Homme";"0 - 13 ans";"Moins de 13 ans";;340,880241841042;13030142,4007097;0;
"Anau";"Bora Bora";"Homme";"14 - 19 ans";"Artisan chef d'ent.";;16,6003564476525;312630,535632837;647413,901458448;
"Anau";"Bora Bora";"Homme";"14 - 19 ans";"Chômeur inactif";;91,182835432906;4010029,28810376;0;
